run_id,variant,task_name,m,dtype,seed,adam_steps_config,lbfgs_steps_config,resample_every,lbfgs_lr,n_collocation,hard_bc,bc_weight,final_loss,final_l2_error,best_l2_error,best_step,l2_ratio,time_sec,log_dir
81,softer_lbfgs,helmholtz1d,10,fp32,0,5000,1500,200,0.01,5000,False,1.0,0.0003536650910973549,2.150270462036133,0.8018308877944946,4500,2.6817007111694564,96.63248920440674,/kaggle/working/runs/overnight_r081_m10_softer_lbfgs_fp32_s0
82,softer_lbfgs,helmholtz1d,10,fp32,1,5000,1500,200,0.01,5000,False,1.0,0.07064472138881683,0.9783821105957031,0.8892391324043274,3900,1.100246351001615,74.73528051376343,/kaggle/working/runs/overnight_r082_m10_softer_lbfgs_fp32_s1
83,softer_lbfgs,helmholtz1d,10,fp64,0,5000,1500,200,0.01,5000,False,1.0,6.842382745000595e-05,0.24073347911555573,0.05373871293817627,6400,4.479703103282501,318.29856157302856,/kaggle/working/runs/overnight_r083_m10_softer_lbfgs_fp64_s0
84,softer_lbfgs,helmholtz1d,10,fp64,1,5000,1500,200,0.01,5000,False,1.0,3.001315404586726e-05,0.09357982782226983,0.09357982782226983,6500,1.0,319.18177008628845,/kaggle/working/runs/overnight_r084_m10_softer_lbfgs_fp64_s1
85,adam_only,helmholtz1d,10,fp32,0,10000,0,200,0.03,5000,False,1.0,5.7065641158260405e-05,0.8706084489822388,0.6548119783401489,5600,1.329554861212377,91.92734670639038,/kaggle/working/runs/overnight_r085_m10_adam_only_fp32_s0
86,adam_only,helmholtz1d,10,fp32,1,10000,0,200,0.03,5000,False,1.0,2.8119258786318824e-05,0.5247029066085815,0.5050587058067322,9700,1.0388948860320537,91.45751595497131,/kaggle/working/runs/overnight_r086_m10_adam_only_fp32_s1
87,adam_only,helmholtz1d,10,fp64,0,10000,0,200,0.03,5000,False,1.0,4.2712493853344666e-05,0.7628317724650034,0.6185362830621512,5300,1.233285408397543,372.581032037735,/kaggle/working/runs/overnight_r087_m10_adam_only_fp64_s0
88,adam_only,helmholtz1d,10,fp64,1,10000,0,200,0.03,5000,False,1.0,8.39413502028063e-05,1.0677306909717534,0.813956454922581,3900,1.3117786394031485,372.5444164276123,/kaggle/working/runs/overnight_r088_m10_adam_only_fp64_s1
89,resample_100_soft,helmholtz1d,10,fp32,0,5000,1500,100,0.03,5000,False,1.0,3.220906728529371e-05,0.0718475952744484,0.0718475952744484,6500,1.0,95.37219858169556,/kaggle/working/runs/overnight_r089_m10_resample_100_soft_fp32_s0
90,resample_100_soft,helmholtz1d,10,fp32,1,5000,1500,100,0.03,5000,False,1.0,9.216412763635162e-06,0.005746115930378437,0.005746115930378437,6500,1.0,94.36098980903625,/kaggle/working/runs/overnight_r090_m10_resample_100_soft_fp32_s1
91,resample_100_soft,helmholtz1d,10,fp64,0,5000,1500,100,0.03,5000,False,1.0,9.02674508130928e-06,0.05740875563327138,0.030499735020029825,6300,1.8822706359766677,317.03805112838745,/kaggle/working/runs/overnight_r091_m10_resample_100_soft_fp64_s0
92,resample_100_soft,helmholtz1d,10,fp64,1,5000,1500,100,0.03,5000,False,1.0,0.059820985675453776,1.1259841711509877,0.9143782203786253,4900,1.231420593859662,297.98834252357483,/kaggle/working/runs/overnight_r092_m10_resample_100_soft_fp64_s1
93,more_points_soft,helmholtz1d,10,fp32,0,5000,1000,200,0.03,10000,False,1.0,0.07164739817380905,0.9252485632896423,0.8750854730606079,4000,1.05732364640175,93.0705189704895,/kaggle/working/runs/overnight_r093_m10_more_points_soft_fp32_s0
94,more_points_soft,helmholtz1d,10,fp32,1,5000,1000,200,0.03,10000,False,1.0,0.00015272136079147458,1.0280530452728271,0.7046611905097961,4900,1.4589324048470287,106.39883208274841,/kaggle/working/runs/overnight_r094_m10_more_points_soft_fp32_s1
95,more_points_soft,helmholtz1d,10,fp64,0,5000,1000,200,0.03,10000,False,1.0,0.0012644260937179207,3.2761687226673715,0.8893789187132829,5000,3.6836590723414027,518.5506641864777,/kaggle/working/runs/overnight_r095_m10_more_points_soft_fp64_s0
96,more_points_soft,helmholtz1d,10,fp64,1,5000,1000,200,0.03,10000,False,1.0,0.0615745441795765,1.4308671935948358,0.858370551159921,3900,1.6669574598770855,507.0087904930115,/kaggle/working/runs/overnight_r096_m10_more_points_soft_fp64_s1
97,base_2k,helmholtz1d,11,fp32,0,2000,1500,0,0.1,5000,False,1.0,0.49999499320983887,1.0166317224502563,0.9997513890266418,100,1.0168845311033268,47.487239837646484,/kaggle/working/runs/overnight_r097_m11_base_2k_fp32_s0
98,base_2k,helmholtz1d,11,fp32,1,2000,1500,0,0.1,5000,False,1.0,0.5042700171470642,1.0239543914794922,1.000325083732605,200,1.0236216287396462,47.8520827293396,/kaggle/working/runs/overnight_r098_m11_base_2k_fp32_s1
99,base_2k,helmholtz1d,11,fp64,0,2000,1500,0,0.1,5000,False,1.0,0.0027897745024505582,8.094161303309997,0.911248342730892,2800,8.882497694374791,207.19029307365417,/kaggle/working/runs/overnight_r099_m11_base_2k_fp64_s0
100,base_2k,helmholtz1d,11,fp64,1,2000,1500,0,0.1,5000,False,1.0,0.4966610857436429,1.0451986518318876,1.0000165678089437,900,1.0451813354672101,186.57889413833618,/kaggle/working/runs/overnight_r100_m11_base_2k_fp64_s1
101,resample_2k,helmholtz1d,11,fp32,0,2000,1500,200,0.1,5000,False,1.0,0.49416667222976685,1.0004689693450928,0.9997513890266418,100,1.000717758761155,47.881505250930786,/kaggle/working/runs/overnight_r101_m11_resample_2k_fp32_s0
102,resample_2k,helmholtz1d,11,fp32,1,2000,1500,200,0.1,5000,False,1.0,0.5014714598655701,1.0355145931243896,1.000028371810913,400,1.0354852145336797,48.86043834686279,/kaggle/working/runs/overnight_r102_m11_resample_2k_fp32_s1
103,resample_2k,helmholtz1d,11,fp64,0,2000,1500,200,0.1,5000,False,1.0,0.10024015029776252,4.955729759401132,0.9703243240439257,1800,5.107292104919748,206.6353142261505,/kaggle/working/runs/overnight_r103_m11_resample_2k_fp64_s0
104,resample_2k,helmholtz1d,11,fp64,1,2000,1500,200,0.1,5000,False,1.0,0.5008861545956392,1.0006982495690442,1.0000301757530952,1200,1.0006680536569268,186.01868081092834,/kaggle/working/runs/overnight_r104_m11_resample_2k_fp64_s1
105,resample_5k,helmholtz1d,11,fp32,0,5000,1500,200,0.1,5000,False,1.0,0.18588872253894806,1.4445278644561768,0.9004508852958679,4700,1.6042272688549108,72.6035885810852,/kaggle/working/runs/overnight_r105_m11_resample_5k_fp32_s0
106,resample_5k,helmholtz1d,11,fp32,1,5000,1500,200,0.1,5000,False,1.0,0.1939702183008194,1.5217832326889038,0.8938377499580383,4500,1.7025273689328344,72.55149531364441,/kaggle/working/runs/overnight_r106_m11_resample_5k_fp32_s1
107,resample_5k,helmholtz1d,11,fp64,0,5000,1500,200,0.1,5000,False,1.0,0.14708541912847523,1.4743987455000336,0.7648315825262401,4100,1.9277430210584294,298.02775168418884,/kaggle/working/runs/overnight_r107_m11_resample_5k_fp64_s0
108,resample_5k,helmholtz1d,11,fp64,1,5000,1500,200,0.1,5000,False,1.0,0.1863530759199356,1.3998430503578059,0.9212048183489291,4600,1.5195785155213775,298.6239564418793,/kaggle/working/runs/overnight_r108_m11_resample_5k_fp64_s1
109,soft_lbfgs,helmholtz1d,11,fp32,0,5000,1500,200,0.03,5000,False,1.0,0.18588872253894806,1.4445278644561768,0.9004508852958679,4700,1.6042272688549108,75.81601095199585,/kaggle/working/runs/overnight_r109_m11_soft_lbfgs_fp32_s0
110,soft_lbfgs,helmholtz1d,11,fp32,1,5000,1500,200,0.03,5000,False,1.0,0.1939702183008194,1.5217832326889038,0.8938377499580383,4500,1.7025273689328344,75.81290769577026,/kaggle/working/runs/overnight_r110_m11_soft_lbfgs_fp32_s1
111,soft_lbfgs,helmholtz1d,11,fp64,0,5000,1500,200,0.03,5000,False,1.0,0.14708541912847523,1.4743987455000336,0.7648315825262401,4100,1.9277430210584294,299.2831666469574,/kaggle/working/runs/overnight_r111_m11_soft_lbfgs_fp64_s0
112,soft_lbfgs,helmholtz1d,11,fp64,1,5000,1500,200,0.03,5000,False,1.0,0.0031965044907024667,8.730636765130553,0.9212048183489291,4600,9.477411093852538,318.20152282714844,/kaggle/working/runs/overnight_r112_m11_soft_lbfgs_fp64_s1
113,softer_lbfgs,helmholtz1d,11,fp32,0,5000,1500,200,0.01,5000,False,1.0,0.18588793277740479,1.4446518421173096,0.9004508852958679,4700,1.604364952834301,75.03629636764526,/kaggle/working/runs/overnight_r113_m11_softer_lbfgs_fp32_s0
114,softer_lbfgs,helmholtz1d,11,fp32,1,5000,1500,200,0.01,5000,False,1.0,0.1939702183008194,1.5217832326889038,0.8938377499580383,4500,1.7025273689328344,74.79367303848267,/kaggle/working/runs/overnight_r114_m11_softer_lbfgs_fp32_s1
115,softer_lbfgs,helmholtz1d,11,fp64,0,5000,1500,200,0.01,5000,False,1.0,0.14707343141180054,1.4748108474700368,0.7648315825262401,4100,1.9282818350658768,299.1764304637909,/kaggle/working/runs/overnight_r115_m11_softer_lbfgs_fp64_s0
116,softer_lbfgs,helmholtz1d,11,fp64,1,5000,1500,200,0.01,5000,False,1.0,0.0073567774552922615,2.7533917877755356,0.9212048183489291,4600,2.988902937688088,318.8885190486908,/kaggle/working/runs/overnight_r116_m11_softer_lbfgs_fp64_s1
117,adam_only,helmholtz1d,11,fp32,0,10000,0,200,0.03,5000,False,1.0,0.00016948011761996895,2.143972873687744,0.6743218302726746,6100,3.179450490014225,91.49991202354431,/kaggle/working/runs/overnight_r117_m11_adam_only_fp32_s0
118,adam_only,helmholtz1d,11,fp32,1,10000,0,200,0.03,5000,False,1.0,0.0012556661386042833,4.916592121124268,0.7176669836044312,5700,6.850798815393506,91.33771800994873,/kaggle/working/runs/overnight_r118_m11_adam_only_fp32_s1
119,adam_only,helmholtz1d,11,fp64,0,10000,0,200,0.03,5000,False,1.0,0.00022893551364063013,2.1003210329375728,0.7648315825262401,4100,2.746122258707216,372.0655333995819,/kaggle/working/runs/overnight_r119_m11_adam_only_fp64_s0
120,adam_only,helmholtz1d,11,fp64,1,10000,0,200,0.03,5000,False,1.0,0.00011338825258860827,1.8327945232864116,0.5641369806375404,6500,3.248846620930861,372.0830945968628,/kaggle/working/runs/overnight_r120_m11_adam_only_fp64_s1
121,resample_100_soft,helmholtz1d,11,fp32,0,5000,1500,100,0.03,5000,False,1.0,2.61896348092705e-05,0.28633782267570496,0.28633782267570496,6500,1.0,97.04435777664185,/kaggle/working/runs/overnight_r121_m11_resample_100_soft_fp32_s0
122,resample_100_soft,helmholtz1d,11,fp32,1,5000,1500,100,0.03,5000,False,1.0,0.19355112314224243,1.5058889389038086,0.9527584910392761,2800,1.580556828479349,74.57605957984924,/kaggle/working/runs/overnight_r122_m11_resample_100_soft_fp32_s1
123,resample_100_soft,helmholtz1d,11,fp64,0,5000,1500,100,0.03,5000,False,1.0,0.1482422904140089,1.1238021147692228,0.9573950191281316,3800,1.1738123682663741,299.3324062824249,/kaggle/working/runs/overnight_r123_m11_resample_100_soft_fp64_s0
124,resample_100_soft,helmholtz1d,11,fp64,1,5000,1500,100,0.03,5000,False,1.0,0.0025167772567951745,7.064749786611305,0.8842450899711777,4200,7.989583280402024,318.53078722953796,/kaggle/working/runs/overnight_r124_m11_resample_100_soft_fp64_s1
125,more_points_soft,helmholtz1d,11,fp32,0,5000,1000,200,0.03,10000,False,1.0,0.0025922430213540792,7.805752277374268,0.9806502461433411,4400,7.959771904481126,108.79453778266907,/kaggle/working/runs/overnight_r125_m11_more_points_soft_fp32_s0
126,more_points_soft,helmholtz1d,11,fp32,1,5000,1000,200,0.03,10000,False,1.0,0.04818210378289223,3.6300127506256104,0.6670244336128235,5900,5.442098621431705,108.6054618358612,/kaggle/working/runs/overnight_r126_m11_more_points_soft_fp32_s1
127,more_points_soft,helmholtz1d,11,fp64,0,5000,1000,200,0.03,10000,False,1.0,0.0028896851402143557,8.091291396776974,0.8705080357747348,4700,9.294907185521712,521.06006026268,/kaggle/working/runs/overnight_r127_m11_more_points_soft_fp64_s0
128,more_points_soft,helmholtz1d,11,fp64,1,5000,1000,200,0.03,10000,False,1.0,0.028830730674050203,3.9272162932965715,0.9651332054205454,4900,4.06909250582186,518.7433915138245,/kaggle/working/runs/overnight_r128_m11_more_points_soft_fp64_s1
129,base_2k,helmholtz1d,12,fp32,0,2000,1500,0,0.1,5000,False,1.0,0.500996470451355,1.0055683851242065,1.0000450611114502,600,1.005523075136852,47.327271699905396,/kaggle/working/runs/overnight_r129_m12_base_2k_fp32_s0
130,base_2k,helmholtz1d,12,fp32,1,2000,1500,0,0.1,5000,False,1.0,0.5001286268234253,1.0424273014068604,1.0003341436386108,100,1.0420790973055665,47.173673152923584,/kaggle/working/runs/overnight_r130_m12_base_2k_fp32_s1
131,base_2k,helmholtz1d,12,fp64,0,2000,1500,0,0.1,5000,False,1.0,0.11044422607533638,8.121797133849155,1.000101484613563,100,8.12097298004452,206.93109703063965,/kaggle/working/runs/overnight_r131_m12_base_2k_fp64_s0
132,base_2k,helmholtz1d,12,fp64,1,2000,1500,0,0.1,5000,False,1.0,0.00016314953560404277,1.7495732663245638,1.0003262957081305,2000,1.7490025742910635,206.23253393173218,/kaggle/working/runs/overnight_r132_m12_base_2k_fp64_s1
133,resample_2k,helmholtz1d,12,fp32,0,2000,1500,200,0.1,5000,False,1.0,0.49838173389434814,1.0026458501815796,1.000051736831665,600,1.0025939791456522,47.538132667541504,/kaggle/working/runs/overnight_r133_m12_resample_2k_fp32_s0
134,resample_2k,helmholtz1d,12,fp32,1,2000,1500,200,0.1,5000,False,1.0,0.5003538727760315,1.0005704164505005,0.999985933303833,700,1.00058449136853,47.89083552360535,/kaggle/working/runs/overnight_r134_m12_resample_2k_fp32_s1
135,resample_2k,helmholtz1d,12,fp64,0,2000,1500,200,0.1,5000,False,1.0,0.47489284112684094,1.3579252186758979,1.000101484613563,100,1.357787424143858,186.75593495368958,/kaggle/working/runs/overnight_r135_m12_resample_2k_fp64_s0
136,resample_2k,helmholtz1d,12,fp64,1,2000,1500,200,0.1,5000,False,1.0,0.49341965492047274,1.0251141776985202,1.004501749691776,200,1.0205200518695652,185.7725315093994,/kaggle/working/runs/overnight_r136_m12_resample_2k_fp64_s1
137,resample_5k,helmholtz1d,12,fp32,0,5000,1500,200,0.1,5000,False,1.0,0.28470906615257263,1.130499005317688,0.9289563298225403,4300,1.216956027990733,74.8117995262146,/kaggle/working/runs/overnight_r137_m12_resample_5k_fp32_s0
138,resample_5k,helmholtz1d,12,fp32,1,5000,1500,200,0.1,5000,False,1.0,2.510429658286739e-05,0.2466135323047638,0.2466135323047638,6500,1.0,96.62439680099487,/kaggle/working/runs/overnight_r138_m12_resample_5k_fp32_s1
139,resample_5k,helmholtz1d,12,fp64,0,5000,1500,200,0.1,5000,False,1.0,0.0005124151174837868,3.7455787078301324,0.9639021959235207,4500,3.885849335825478,317.3110337257385,/kaggle/working/runs/overnight_r139_m12_resample_5k_fp64_s0
140,resample_5k,helmholtz1d,12,fp64,1,5000,1500,200,0.1,5000,False,1.0,0.23667258048314968,0.9646971662958743,0.80425369797553,5001,1.1994936034788688,310.6975646018982,/kaggle/working/runs/overnight_r140_m12_resample_5k_fp64_s1
141,soft_lbfgs,helmholtz1d,12,fp32,0,5000,1500,200,0.03,5000,False,1.0,0.28470906615257263,1.130499005317688,0.9289563298225403,4300,1.216956027990733,74.5142035484314,/kaggle/working/runs/overnight_r141_m12_soft_lbfgs_fp32_s0
142,soft_lbfgs,helmholtz1d,12,fp32,1,5000,1500,200,0.03,5000,False,1.0,0.03469933569431305,2.6754260063171387,0.999985933303833,700,2.675463641251286,95.8615095615387,/kaggle/working/runs/overnight_r142_m12_soft_lbfgs_fp32_s1
143,soft_lbfgs,helmholtz1d,12,fp64,0,5000,1500,200,0.03,5000,False,1.0,0.04585553950873492,8.16441542017145,0.9639021959235207,4500,8.470169955727792,316.9570527076721,/kaggle/working/runs/overnight_r143_m12_soft_lbfgs_fp64_s0
144,soft_lbfgs,helmholtz1d,12,fp64,1,5000,1500,200,0.03,5000,False,1.0,0.044208406443524306,2.943287933742122,0.8043486496789253,5001,3.659219089777803,317.0847358703613,/kaggle/working/runs/overnight_r144_m12_soft_lbfgs_fp64_s1
145,softer_lbfgs,helmholtz1d,12,fp32,0,5000,1500,200,0.01,5000,False,1.0,0.284708172082901,1.1302624940872192,0.9289563298225403,4300,1.2167014291222222,74.66107487678528,/kaggle/working/runs/overnight_r145_m12_softer_lbfgs_fp32_s0
146,softer_lbfgs,helmholtz1d,12,fp32,1,5000,1500,200,0.01,5000,False,1.0,0.10918005555868149,1.26382577419281,0.999985933303833,700,1.2638435522960627,96.0510036945343,/kaggle/working/runs/overnight_r146_m12_softer_lbfgs_fp32_s1
147,softer_lbfgs,helmholtz1d,12,fp64,0,5000,1500,200,0.01,5000,False,1.0,0.0660406734697138,5.093181886970939,0.9639021959235207,4500,5.283919788242758,317.2108452320099,/kaggle/working/runs/overnight_r147_m12_softer_lbfgs_fp64_s0
148,softer_lbfgs,helmholtz1d,12,fp64,1,5000,1500,200,0.01,5000,False,1.0,0.04321119316218696,1.5609903119244637,0.8043924785260261,5100,1.940582928851886,316.8732330799103,/kaggle/working/runs/overnight_r148_m12_softer_lbfgs_fp64_s1
149,adam_only,helmholtz1d,12,fp32,0,10000,0,200,0.03,5000,False,1.0,0.0008708069799467921,4.402951240539551,0.6410113573074341,6500,6.86875698900895,90.2118935585022,/kaggle/working/runs/overnight_r149_m12_adam_only_fp32_s0
150,adam_only,helmholtz1d,12,fp32,1,10000,0,200,0.03,5000,False,1.0,0.0005852998001500964,3.7817323207855225,0.9013190865516663,5400,4.195775255635555,90.06090807914734,/kaggle/working/runs/overnight_r150_m12_adam_only_fp32_s1
151,adam_only,helmholtz1d,12,fp64,0,10000,0,200,0.03,5000,False,1.0,0.001693334217405577,5.394758311122729,0.779629533769944,7600,6.9196433401336925,371.04467487335205,/kaggle/working/runs/overnight_r151_m12_adam_only_fp64_s0
152,adam_only,helmholtz1d,12,fp64,1,10000,0,200,0.03,5000,False,1.0,0.0008418592990813202,4.946919729963165,0.4911958784801864,7300,10.071175159835366,371.3517863750458,/kaggle/working/runs/overnight_r152_m12_adam_only_fp64_s1
153,resample_100_soft,helmholtz1d,12,fp32,0,5000,1500,100,0.03,5000,False,1.0,0.2702159583568573,1.3647067546844482,0.960854172706604,4300,1.4203058002446332,73.40539717674255,/kaggle/working/runs/overnight_r153_m12_resample_100_soft_fp32_s0
154,resample_100_soft,helmholtz1d,12,fp32,1,5000,1500,100,0.03,5000,False,1.0,0.27345889806747437,0.9234357476234436,0.9234357476234436,5000,1.0,73.30073833465576,/kaggle/working/runs/overnight_r154_m12_resample_100_soft_fp32_s1
155,resample_100_soft,helmholtz1d,12,fp64,0,5000,1500,100,0.03,5000,False,1.0,0.04127513421190797,4.290445171512128,0.9581403976856142,4700,4.477887772893919,317.2029039859772,/kaggle/working/runs/overnight_r155_m12_resample_100_soft_fp64_s0
156,resample_100_soft,helmholtz1d,12,fp64,1,5000,1500,100,0.03,5000,False,1.0,0.01200698180350314,1.4121617807650688,0.8229494042510993,4900,1.7159764299849816,316.9370901584625,/kaggle/working/runs/overnight_r156_m12_resample_100_soft_fp64_s1
157,more_points_soft,helmholtz1d,12,fp32,0,5000,1000,200,0.03,10000,False,1.0,0.08937867730855942,7.093679428100586,0.9873272776603699,4300,7.184729510269579,106.7374017238617,/kaggle/working/runs/overnight_r157_m12_more_points_soft_fp32_s0
158,more_points_soft,helmholtz1d,12,fp32,1,5000,1000,200,0.03,10000,False,1.0,0.0958886593580246,1.2879319190979004,0.9999912977218628,700,1.2879431271372177,106.57578039169312,/kaggle/working/runs/overnight_r158_m12_more_points_soft_fp32_s1
159,more_points_soft,helmholtz1d,12,fp64,0,5000,1000,200,0.03,10000,False,1.0,0.08744498046967648,4.900526886426184,0.992731572496514,2500,4.9364068013898015,518.7434041500092,/kaggle/working/runs/overnight_r159_m12_more_points_soft_fp64_s0
160,more_points_soft,helmholtz1d,12,fp64,1,5000,1000,200,0.03,10000,False,1.0,0.013983711152185392,3.213702241919543,0.7918590599330966,5000,4.058427066795278,518.4370076656342,/kaggle/working/runs/overnight_r160_m12_more_points_soft_fp64_s1
